MasterYear,Form Number,District,OperatorNumber,DateofLoss,Type_Company_Cd,County,LeaseNumber,Gasident,CommNbr,TypeLiquid,GrossLoss,Recovered,Net Loss,Facility,CauseofLoss,Remedy,Water,WaterName,Location,Remarks,LeaseName,FieldNumber,FieldNumber,Into_Water,Unique_ID
2014,718,8,"PIONEER NATURAL RES. USA, INC.",8/7/2014,Producer,MIDLAND,6414,0,0,Crude,35,32,3,Tank Battery,Equipment Failure,Other,0,None,,"N 31.843499, W -101.937841",BLENDED WITH FRESH SOIL & A BIOLOGICAL REMEDIATION AID,"HUTT, DONALD L. FEE",SPRABERRY (TREND AREA),FALSE,62993
2014,971,3,WHEELER OPERATING CORPORATION,8/6/2014,Producer,MADISON,20388,0,0,Crude,15,12,3,Tank Battery,Equipment Failure,Other,0,None,,"A.J. DORMAN, A-269","FLUIDS PICKED UP, SOIL FLUSHED WITH FRESH WATER","SCHOLZ, ET AL",FT. TRINIDAD (LEWISVILLE 8900),FALSE,63246
2014,653,8,"RSP PERMIAN, LLC",8/6/2014,Producer,ECTOR,38829,0,0,Crude,30,1,29,Tank Battery,Human Error - Other,Other,0,None,,"SEC 33, BLK 41, T-1-S T&P RR CO SVY",PICKED UP FREE FLUID & DUG UP OIL STAINED CALICHE,PARKS BELL,SPRABERRY (TREND AREA),FALSE,62928
2014,735,8A,APACHE CORPORATION,8/6/2014,Producer,HOCKLEY,60557,0,0,Crude,36,34,2,Tank Battery,Equipment Failure,Other,0,None,,"33.618917, -102.581050",FREE FLUID RECOVERY AND SOIL BLENDING,NORTH CENTRAL LEVELLAND UNIT,LEVELLAND,FALSE,63010
2014,656,8,ENDEAVOR ENERGY RESOURCES L.P.,8/6/2014,Producer,MIDLAND,36994,0,0,Crude,290,260,30,Tank Battery,Equipment Failure,Other,0,None,,"32.069166, -101.981666",REMEDIATION IN PROGRESS,MABEE,SPRABERRY (TREND AREA),FALSE,62931
2014,536,7C,DIAMONDBACK E&P LLC,8/5/2014,Producer,UPTON,16679,0,0,Crude,10,10,0,Valve,Equipment Failure,Other,0,None,,"N 31.283880, W 101.983848",VACUUM TRUCKS RECOVER RELEASED CRUDE OIL. REMEDIATED,CHARLOTTE,SPRABERRY (TREND AREA),FALSE,62811
2014,739,8,APACHE CORPORATION,8/5/2014,Producer,ECTOR,9761,0,0,Crude,198,108,90,Tank Battery,Vandalism,Other,0,None,,"31.778617, -102.557300","FLUIDS RECOVERED, BLENDED",ECTOR -H- FEE,HARPER,FALSE,63014
2014,1358,7C,"DEVON ENERGY PRODUCTION CO, L.P.",8/5/2014,Producer,CROCKETT,18973,0,0,Crude,6,5,1,Tank Battery,Equipment Failure,Other,0,None,,"SEC 12, BLK 50, UL","SCRAPED SOIL, WILL REMEDIATE ON SITE",UNIVERSITY 50-12 WEST,LIN (WOLFCAMP),FALSE,63633
2014,1278,5,"VOLOSHIN, P. JAMES",8/4/2014,Producer,NAVARRO,3789,0,0,Crude,135,0,135,Tank Battery,Theft,Other,0,None,,"1409 SECR 2040, JAMES SMITH SUR A-726",REPORTED TO SHERIFF'S DEPT.,HILL,CORSICANA (SHALLOW),FALSE,63553
2014,898,7C,"DEVON ENERGY PRODUCTION CO, L.P.",8/4/2014,Producer,CROCKETT,17728,0,0,Crude,20,15,5,Tank Battery,Equipment Failure,Other,0,None,,"31, 9, UL SVY",WILL REMEDIATE WITH ENHANCED BIOREMEDIATION,UNIVERSITY 9-31,LIN (WOLFCAMP),FALSE,63173
2014,787,10,XTO ENERGY INC.,8/4/2014,Producer,HANSFORD,0,51791,0,Gas Well Liquid,30,0,30,Tank Battery,Corrosion - Rust,Other,0,None,,"SEC 35, BLK 1, WCRR SURVEY",SOIL WAS PLACED ON PLASTIC & REMEDIATED,HITCHLAND GU -1-,"HITCHLAND (MORROW, UP.)",FALSE,63062
2014,663,8,ENDEAVOR ENERGY RESOURCES L.P.,8/4/2014,Producer,GLASSCOCK,38356,0,0,Crude,8,0,8,Valve,Equipment Failure,Other,0,None,,"31.853907, -101.660879",REMIDIATION IN PROGRESS,"PATTERSON ""44""",SPRABERRY (TREND AREA),FALSE,62938
2014,750,7C,"LAREDO PETROLEUM, INC.",8/3/2014,Producer,REAGAN,13953,0,0,Crude,10,7,3,Stuffing Box,Equipment Failure,Repaired Existing Equipment,0,None,,WELL #197H,"RECOVERED FREE FLUID, RE-ALIGNED POLISH ROD, BLENDING",SUGG-E-,SPRABERRY (TREND AREA),FALSE,63025
2014,549,8,"PIONEER NATURAL RES. USA, INC.",8/2/2014,Producer,MIDLAND,15400,0,0,Crude,25,20,5,Tank Battery,Equipment Failure,Other,0,None,,"31.619807, -101.723909",IMPACTED AREA EXCAVATED & STOCKPILED BLENDED W/FRESH SOIL,SPRABERRY DRIVER UNIT,SPRABERRY (TREND AREA),FALSE,62824
2014,1090,4,"REPUBLIC RESOURCES, LLC.",8/2/2014,Producer,NUECES,13435,0,0,Crude,45,0,45,Tank Battery,Act of God,Other,0,None,,CRUDE OIL,ALL CRUDE OIL WAS BURNT DURING FIRE,HERRMANN-LISKA UNIT,AGUA DULCE (HERMANN),FALSE,63365
2014,1258,8,"PLAINS MARKETING, L.P.",8/2/2014,Transporter,GLASSCOCK,0,0,0,Crude,69,60,9,Tank Battery,Corrosion - Rust,Other,0,None,,"31.49111, -101.656601",BROUGHT TO SURFACE FOR ON SITE BIO REMEDIATION,MABEE UNIT,NO FIELD NAME,FALSE,63533
2014,884,8,"DCP MIDSTREAM, LP",8/2/2014,Transporter,ECTOR,0,0,0,Combined,11,10,1,Tank Battery,Equipment Failure,Other,0,None,,"32.074689, 102.399453","VACUUM TRUCK REMOVERING PRODUCT, DIRECTING REMEDIATION MEASURES",MCDOWELL SWD,NO FIELD NAME,FALSE,63159
2014,661,8,ENERGEN RESOURCES CORPORATION,8/2/2014,Producer,LOVING,44756,0,0,Crude,11,10,1,Tank Battery,Equipment Failure,Repaired Existing Equipment,0,None,,"31.675645, -103.568848",REPAIRED PANEL & RESTARTED PUMP,HOGNOSE 1-67 UNIT,TWO GEORGES (BONE SPRING),FALSE,62936
2014,865,4,"LEWIS PETRO PROPERTIES, INC.",8/1/2014,Other,WEBB,0,235039,0,Gas Well Liquid,30,27,3,Tank Battery,Act of God,Other,0,None,,"2292 GALAND, J",AREA WILL BE REMEDIATED AND CLEANED UP.,BRISCOE-MANRY 1393,OWEN (OLMOS),FALSE,63140
2014,786,1,COTTONWOOD CREEK ENTERPRISES LLC,8/1/2014,Producer,MILAM,3990,0,0,Crude,14,0,14,Tank Battery,Theft,Other,0,None,,TANK,LOCKS ON ALL GATES,"KRAATZ, LOUIS",MINERVA-ROCKDALE,FALSE,63061
2014,616,6E,"QUANTUM RESOURCES MANAGEMENT,LLC",8/1/2014,Producer,HUTCHINSON,6367,0,0,Crude,230,225,5,Tank Battery,Equipment Failure,Other,0,Creek,NEARBYPROP,"32.4405808, -94.8836392",WASHING CREEK W/FRESH WATER & SKIMMING ALL THE OIL POSSIBLE,DONALDSON,EAST TEXAS,FALSE,62891
2014,1325,7B,ROLLING H DEVELOPMENT CO.,8/1/2014,Producer,BROWN,16063,0,0,Crude,120,0,120,Tank Battery,Theft,Other,0,None,,"SEC 61, A-323 JOHN B FOREMAN SURVEY",STOLEN,ROLLING HILLS RANCH,BROWN COUNTY REGULAR,FALSE,63600
2014,1296,7B,ROLLING H DEVELOPMENT CO.,8/1/2014,Producer,BROWN,23462,0,0,Crude,115,0,115,Tank Battery,Theft,Other,0,None,,"SEC 61, A-323 JOHN B. FOREMAN SUR",STOLEN,ROLLING HILLS RANCH,MILO (JENNINGS),FALSE,63571
2014,702,8A,APACHE CORPORATION,8/1/2014,Producer,COCHRAN,60190,0,0,Crude,10,10,0,Valve,Corrosion - Rust,Other,0,None,,"33.591655, -102.609141",ALL FLUIDS WERE RECOVERED,WEST LEVELLAND UNIT,LEVELLAND,FALSE,62977
2014,879,10,"DCP MIDSTREAM, LP",7/31/2014,Other,LIPSCOMB,0,0,0,Combined,38,35,3,Pipe Line,Equipment Failure,Other,0,None,,"36.17573, 100.44432",CONTAMINATED SOILS WILL BE REMEDIATED,MCDOWELL SWD,NO FIELD NAME,FALSE,63154
2014,658,8,"PARSLEY ENERGY OPERATIONS, LLC",7/31/2014,Producer,MARTIN,24952,0,0,Crude,15,5,10,Tank Battery,Corrosion - Rust,Other,0,None,,"SEC 25, BLK 37, T1S, T&P RR SURVEY","RECOVERED LIQUID W/VACUUM TRUCK, WILL REMEDIATE",SNYDER,SPRABERRY (TREND AREA),FALSE,62933
2014,686,8,"ACME ENERGY SERVICES, INC.",7/31/2014,Producer,MARTIN,21618,0,0,Crude,250,175,75,Other,Act of God,Other,0,None,,"32.18028, -101.8898",REMEDIATION IN PROGRESS,YATER SWD,SPRABERRY (TREND AREA),FALSE,62961
2014,609,8,ENDEAVOR ENERGY RESOURCES L.P.,7/31/2014,Producer,GLASSCOCK,34579,0,0,Crude,10,0,10,Valve,Equipment Failure,Other,0,None,,"31.826932, -101.757557",REMEDIATION IN PROGRESS,HENDRICKSON -44-,SPRABERRY (TREND AREA),FALSE,62884
2014,610,8,COG OPERATING LLC,7/31/2014,Producer,ECTOR,40603,0,0,Crude,70,65,5,Tank Battery,Equipment Failure,Repaired Existing Equipment,0,None,,"SECT 47, BLK 42, T3S, T&P RR CO ABS 155",REMEDIATION AND REPAIRS ARE IN PROGRESS,JANET,SALLIE ANN (SPRABERRY-WOLFCAMP),FALSE,62885
2014,705,8,MERIT ENERGY COMPANY,7/30/2014,Producer,HOWARD,42240,0,0,Crude,20,5,15,Pump Station or Terminal,Company Human Error,Other,0,None,,"SEC 114, BLK 29, W&NW SUR A-1131",BIO REMEDIATE CONTAMINATED SOIL,"CHALK, G. O.",HOWARD GLASSCOCK (CONSOLIDATED),FALSE,62980
2014,882,8,REGENCY FIELD SERVICES LLC,7/29/2014,Transporter,WARD,0,0,0,Crude,8,0,8,Pipe Line,Equipment Failure,Other,0,None,,"31.440968, 103.104238",INITIATED REMEDIATION AND REMOVAL OF IMPACTED MATERIAL,MCDOWELL SWD,NO FIELD NAME,FALSE,63157
2014,660,8,ENERGEN RESOURCES CORPORATION,7/29/2014,Producer,WARD,41768,0,0,Crude,50,48,2,Tank Battery,Human Error - Other,Other,0,None,,"31.614139, -103.412942","MOVED OIL TO FRAC TANKS, PICKED UP FREE STANDING FLUIDS.",GREER-MCGINLEY,TWO GEORGES (BONE SPRING),FALSE,62935
2014,960,8,REGENCY GAS UTILITY LLC,7/29/2014,Transporter,WARD,0,0,0,Crude,8,0,8,Pipe Line,Corrosion - Rust,Repaired Existing Equipment,0,None,,"31.440968, 103.104238",REMEDIATION AND OR REMOVAL OF IMPACTED MATERIAL,CANTU B,NO FIELD NAME,FALSE,63235
2014,674,6,ATLAS OPERATING LLC,7/29/2014,Producer,WOOD,1373,0,0,Combined,200,200,0,Other,Corrosion - Rust,Repaired Existing Equipment,0,None,,A-254 / EDWARD GOODSIR SURV A-254,"REPAIRED COUPLING CUP, VAC TRUCK TO PUMP OUT WATER","WATSON, FANNY",QUITMAN,FALSE,62949
2014,612,8,DIAMONDBACK E&P LLC,7/29/2014,Producer,MIDLAND,39560,0,0,Crude,10,9,1,Tank Battery,Company Human Error,Other,0,None,,"315730.17, 1021240.30","VACUUM TRUCKS TO RECOVER RELEASED OIL, REMEDIAL ACTIVITIES USED",ST,SPRABERRY (TREND AREA),FALSE,62887
2014,977,7C,"PARSLEY ENERGY OPERATIONS, LLC",7/29/2014,Producer,UPTON,18572,0,0,Crude,10,1,9,Tank Battery,Equipment Failure,Other,0,None,,"SEC 1, BLK M, E.L. & RR SURVEY","RECOVERED FREE LIQUID VACUUM TRUCK, WILL REMEDIATE",JAMES 1,SPRABERRY (TREND AREA) R 40 EXC,FALSE,63252
2014,602,8,APACHE CORPORATION,7/28/2014,Producer,PECOS,20364,0,0,Crude,10,8,2,Pipe Line,Corrosion - Rust,Other,0,None,,"30.94322, -102.93417","OIL RECOVERED W/VACUUM TRUCK, HEAVY EQUIP USED TO BLEND AND TIL",FT. STOCKTON SOUTH UNIT,FORT STOCKTON,FALSE,62877
2014,706,8,MERIT ENERGY COMPANY,7/28/2014,Producer,HOWARD,2716,0,0,Crude,166,156,10,Pump Station or Terminal,Equipment Failure,Other,0,None,,"SEC 123, BLK 29, W&NW SUR A-470",BIO REMEDIATE CONTAMINATED SOIL,"DOUTHIT, E. W., -C- DE",HOWARD GLASSCOCK,FALSE,62981
2014,769,1,"RIO-TEX, INC.",7/28/2014,Producer,FRIO,12449,0,0,Crude,91,0,91,Tank Battery,Theft,Other,0,None,,"SUR 106, W.M. WEBBER, ABS 668 & SURVEY 103",REPORTED TO THE COUNTY SHERIFFS OFFICE,HARRIS,PEARSALL (AUSTIN CHALK),FALSE,63044
2014,1356,1,"PENN VIRGINIA OIL & GAS, L.P.",7/28/2014,Producer,GONZALES,18316,0,0,Combined,66,66,0,Other,Equipment Failure,Other,0,None,,J. MCCOY A-46,VACUUM UP LIQUIDS,RCRS-FLETCHER UNIT,EAGLEVILLE (EAGLE FORD-1),FALSE,63631
2014,601,8,APACHE CORPORATION,7/26/2014,Producer,WINKLER,0,0,1916,Crude,13,10,3,Tank Battery,Equipment Failure,Other,0,None,,"31.72538, -102.93217","OIL RECOVERED W/VACUUM TRUCK, HEAVY EQUIP USED TO BLEND & TIL","LEWIS, R. S. ""16""",NO FIELD NAME,FALSE,62876
2014,535,2,HILCORP ENERGY COMPANY,7/26/2014,Producer,REFUGIO,5280,0,0,Crude,15,14,1,Tank Battery,Equipment Failure,Repaired Existing Equipment,0,None,,"ABSTRACT 35, JAMES HEWITSON SR","PIPE REPLACED, FREE STANDING PRODUCT RECOVERED WITH VACUUM TRUCK",TOM OCONNOR (5800 SD) FLD. UNIT,TOM OCONNOR (5800),FALSE,62810
2014,600,8,ENERGEN RESOURCES CORPORATION,7/26/2014,Producer,MARTIN,36696,0,0,Crude,9,0,9,Tank Battery,Equipment Failure,Other,0,None,,"32.0975, -101.928889",PICKED UP FREE STANDING FLUID,"LEWIS, R. S. ""16""",SPRABERRY (TREND AREA),FALSE,62875
2014,537,7C,DIAMONDBACK E&P LLC,7/25/2014,Producer,UPTON,17460,0,0,Crude,5,0,5,Tank Battery,Equipment Failure,Other,0,None,,"N 31.23174, W 102.00901","HOSE ON PUMP RUPTURED, VACUUM TRUCKS USED. REMEDIATE",WADE RICHARDSON SWD 16,AMACKER-TIPPETT (SAN ANDRES),FALSE,62812
2014,747,6,ATLAS OPERATING LLC,7/25/2014,Producer,WOOD,1358,0,0,Crude,100,100,0,Tank Battery,Equipment Failure,Other,0,None,,WM W. LAINER,WASH AND REMEDIATED,"GOLDSMITH, J. B.",QUITMAN,FALSE,63022
2014,1102,7C,"DEVON ENERGY PRODUCTION CO, L.P.",7/25/2014,Producer,IRION,18712,0,0,Crude,17,15,2,Valve,Human Error - Other,Other,0,None,,"1143, 56, C&M RR CO",WILL REMEDIATE ON PLASTIC ON LOCATION,ORELLANA 'E',LIN (WOLFCAMP),FALSE,63377
2014,708,8,XTO ENERGY INC.,7/25/2014,Producer,WINKLER,25317,0,0,Crude,43,1,42,Flow Line,Equipment Failure,Other,0,None,,"SECTION 17, BLK B-5 PSL SURVEY","LINE ISOLATED, VAC TRUCK PICKED FLUID, WILL BE EXCAVATED",BROWN-ALTMAN -B-,EMPEROR (WOLFCAMP),FALSE,62983
2014,603,8,APACHE CORPORATION,7/24/2014,Producer,ANDREWS,34968,0,0,Crude,35,25,10,Tank Battery,Equipment Failure,Other,0,None,,"32.3385, -102.59273","OIL RECOVERED W/VACUMM TRUCK, HEAVY EQUIP USED TO BLEND & TIL",ANDREWS UNIT,ANDREWS (WOLFCAMP-PENN.),FALSE,62878
2014,309,6,GOODRICH PETROLEUM COMPANY,7/24/2014,Producer,RUSK,0,243226,0,Crude,10,10,0,Tank Battery,Human Error - Other,Other,0,None,,ABS 840 WYATT E,"HAULER LATE IN ARRIVING, OVERFLOW, MITIGATED BY WTR HAULER.","BROOKS, A. GAS UNIT",BECKVILLE (COTTON VALLEY),FALSE,62608
2014,544,10,EXXCEL PRODUCTION COMPANY,7/24/2014,Producer,GRAY,502,0,0,Crude,294,0,294,Separator-Gun Barrel-Treater,Theft,Other,0,None,,"SECTION 5, BLOCK C-2, CCSD&RGNG RR CO, ABSTRACT #A-507",THEFT FROM STOCK & CONDENSATE TANK. NOTIFIED GRAY CNTY SHERIFF.,WHEAT,PANHANDLE GRAY COUNTY FIELD,FALSE,62819
2014,699,1,"VIRTEX OPERATING COMPANY, INC.",7/24/2014,Producer,FRIO,17569,0,0,Crude,246,0,246,Tank Battery,Theft,Other,0,None,,"323., SOLETO, B, A-596",SHERIFF CALLED. PLACED COMBINATION LOCKS,BURLESON,DOERING RANCH (GEORGETOWN),FALSE,62974
2014,510,8,WTG EXPLORATION,7/23/2014,Producer,HOWARD,40181,0,0,Crude,10,0,10,Tank Battery,Equipment Failure,Other,0,None,,"SEC 63, BLK 35, T-1-S, T&P RR CO SURVEY","VACUUM TRUCK, SOIL WILL BE TILLED WITH MICROBES,",ROBB,SPRABERRY (TREND AREA),FALSE,62786
2014,508,8,"PIONEER NATURAL RES. USA, INC.",7/23/2014,Producer,MIDLAND,37123,0,0,Crude,35,33,2,Other,Equipment Failure,Other,0,None,,"N 32.31.826870, W -101.964073",SOIL WILL BE EXC & BLENDED W/ FRESH SOIL & A BIOLOGICAL REMEDIATE ,"HUTT, DONALD L.'C'",SPRABERRY (TREND AREA),FALSE,62784
2014,914,7C,"PLAINS MARKETING, L.P.",7/23/2014,Transporter,ECTOR,0,0,0,Crude,55,35,20,Tank Battery,Human Error - Other,Other,0,None,,"31.359801, -101.6163680",ON SITE BIO REMEDIATION,BERGER-PORTERFIELD,NO FIELD NAME,FALSE,63189
2014,481,1,"CHESAPEAKE ENERGY MARKETING, INC",7/23/2014,Producer,DIMMIT,0,0,5563,Crude,20,19,1,Tank Battery,Equipment Failure,Other,0,None,,"224 FSL & 1216 FEL OF TEXAS SEC 0017, ABS 306, BLK 6","VACUUM TRUCK REMOVED FREESTANDING FLUIDS, ON SITE REMEDIATION",SUGG-B-,NO FIELD NAME,FALSE,62758
2014,517,8,DIAMONDBACK E&P LLC,7/23/2014,Producer,ANDREWS,39952,0,0,Crude,200,70,130,Tank Battery,Company Human Error,Other,0,None,,"N 32.14'50"", W 102.24'59""","VACUUM TRUCKS RECOVER RELEASED CRUDE OIL,",UL DIGGER,SPRABERRY (TREND AREA),FALSE,62792
2014,1125,1,"PENN VIRGINIA OIL & GAS, L.P.",7/22/2014,Producer,GONZALES,17874,0,0,Crude,5,5,0,Tank Battery,Equipment Failure,Other,0,None,,T. HAMMON A-265,"VACUUM UP, TREATED AFFECTED SOIL",CULPEPPER UNIT NO. 2,EAGLEVILLE (EAGLE FORD-1),FALSE,63400
2014,827,7C,CIMAREX ENERGY CO.,7/22/2014,Producer,REAGAN,18635,0,0,Crude,40,40,0,Tank Battery,Equipment Failure,Other,0,None,,"SEC 14, BLK H, L & S V RR CO SURVEY",EVERYTHING WAS CONTAINED IN A LINED CONTAINMENT,RINGO 14,SPRABERRY (TREND AREA),FALSE,63102
2014,538,7C,ENDEAVOR ENERGY RESOURCES L.P.,7/22/2014,Producer,CROCKETT,2111,0,0,Crude,10,0,10,Tank Battery,Equipment Failure,Other,0,None,,"31.0737187, -101.4385293",REMEDIATION IN PROGRESS,"FRIEND, W. E. -A-","WEGER, NORTH",FALSE,62813
2014,878,2,"BES, ENVIRONMENTAL SERVICES,INC.",7/22/2014,Other,KARNES,0,212748,0,Combined,600,240,360,Tank Battery,Equipment Failure,Other,0,None,,WATER TANKS,BACKHOE WORK TO SCRAPE OFF TOP FLAND WHERE SPILL WAS,MCDOWELL SWD,"KENEDY, SW. (SLIGO)",FALSE,63153
2014,690,10,APACHE CORPORATION,7/21/2014,Producer,OCHILTREE,8909,0,0,Crude,48,12,36,Tank Battery,Human Error - Other,Other,0,None,,"SEC 137, BLK 43, HT&C",ENVIRO-CLEAN REMEDIATED AREA,HOOVER 216,PAN PETRO (CLEVELAND),FALSE,62965
2014,614,7B,"WAPITI OPERATING, LLC",7/21/2014,Producer,STEPHENS,3900,0,0,Combined,100,100,0,Flow Line,Corrosion - Rust,Other,0,Creek,LONGBRANCH,"SEC 19, SUR SP RR CO ABSTRACT 210",VACUUM TRUCKS USED W/ABSORBENT PADS AND DISPOSAL.,"ATKINS, A. A.",STEPHENS COUNTY REGULAR,FALSE,62889
2014,961,8,REGENCY GAS UTILITY LLC,7/20/2014,Transporter,REEVES,0,0,0,Combined,60,10,50,Pipe Line,Equipment Failure,Other,0,None,,"BLK C7, SEC 11",INITIALTED REMEDIATION AND OR REMOVAL OF IMPACTED MATERIAL,CANTU B,NO FIELD NAME,FALSE,63236
2014,639,1,"EP ENERGY E&P COMPANY, L.P.",7/20/2014,Producer,LA SALLE,17521,0,0,Crude,123,121,2,Pipe Line,Corrosion - Rust,Other,0,None,,"SEC 241, A-319","FREE STANDING LUQUID VACUUMED, BIOREMEDIATION",BROWN UNIT D,EAGLEVILLE (EAGLE FORD-1),FALSE,62914
2014,604,8,APACHE CORPORATION,7/20/2014,Producer,WINKLER,13842,0,0,Crude,20,0,20,Other,Act of God,Other,0,None,,"31.78740, -103.12062","HYDROCARBONS CONSUMED IN FIRE, NO FUTHER ACTION WARRANTED",HENDRICK-WEEKS,HENDRICK,FALSE,62879
2014,1281,6,XTO ENERGY INC.,7/20/2014,Producer,FRANKLIN,15028,0,0,Crude,25,0,25,Flow Line,Equipment Failure,Other,0,None,,"33.20757, 095.9177",DAM BUILT & FRESH WATER FLUSHED & WAS PICKED UP.,TALCO WEST UNIT,TALCO,FALSE,63556
2014,697,10,BP AMERICA PRODUCTION COMPANY,7/20/2014,Producer,LIPSCOMB,0,204565,0,Gas Well Liquid,153,0,153,Tank Battery,Corrosion - Rust,Other,0,None,,"SECTION 367, BLK 43, H&TC SURVEY",SAMPLES TAKEN TO DETERMINE REMEDIATION ACTIONS,BLACKMORE 367,LIPSCOMB (CLEVELAND),FALSE,62972
2014,579,1,"NATIONAL OILWELL VARCO, L.P.",7/19/2014,Other,FRIO,15608,0,0,Combined,24,24,0,Other,Equipment Failure,Other,0,None,,"28.73122, 98.82913","VACUUM TRUCK DISPATCHED, RECOVERED ALL FREESTANDING PRODUCT","R.H. PICKENS, ET AL A8 UNIT",BRISCOE RANCH (EAGLEFORD),FALSE,62854
2014,307,6,"COMPASS ENERGY OPERATING, LLC",7/19/2014,Producer,PANOLA,0,183823,0,Crude,120,110,10,Tank Battery,Equipment Failure,Other,0,None,,TANK BATTERY,WTR DUMP CONTROLLER FAILED. TAS ENVIRONMENTAL USE TO REMEDIATE,"JOHNSON, ROBERT","CARTHAGE, NORTH (COTTON VALLEY)",FALSE,62606
2014,869,8A,CENTURION PIPELINE L.P.,7/19/2014,Transporter,GAINES,0,0,0,Crude,800,600,200,Other,Equipment Failure,Repaired Existing Equipment,0,None,,"SEC 452, BLK G, CCSD & RGNGRRCO",BLENDED WITH CLEAN SOIL,"SHACKELFORD ""7""",NO FIELD NAME,FALSE,63144
2014,863,4,"FAULCONER, VERNON E., INC.",7/18/2014,Other,DUVAL,0,188354,0,Gas Well Liquid,128,0,128,Tank Battery,Act of God,Other,0,None,,"SEC 375, LSE GARCIA PEREZ, A424, #1650",REMOVED FROM FIREWALL WITH VACUUM TRUCK,GARCIA-PEREZ,CUATRO DE JULIO (QUEEN CITY),FALSE,63138
2014,1069,8A,XTO ENERGY INC.,7/18/2014,Producer,GAINES,8835,0,0,Crude,5,4,1,Tank Battery,Equipment Failure,Other,0,None,,"SEC 450, BLK G, CCSD & RGNG SURVEY","VACUUM TRUCK PICK STANDING FLUID, BACKHOE TO CLEAN AFFECTED AREA",FASKEN,"RUSSELL, NORTH (DEVONIAN)",FALSE,63344
2014,642,2,ENCANA OIL & GAS(USA) INC.,7/18/2014,Producer,KARNES,9558,0,0,Crude,8,2,6,Other,Corrosion - Rust,Repaired Existing Equipment,0,None,,DANIEL B. MCCONNELL SURVEY A-191,EXCAVATOR TO EXCAVATE CONTAMINATED SOIL,JULIE,EAGLEVILLE (EAGLE FORD-2),FALSE,62917
2014,883,8,"PLAINS MARKETING, L.P.",7/17/2014,Transporter,MARTIN,0,0,0,Crude,8,0,8,Tank Battery,Human Error - Other,Other,0,None,,"32.377027, 102.191159",WILL BE BROUGHT TO THE SURFACE FOR ON SITE BIO REMEDIATION,MCDOWELL SWD,NO FIELD NAME,FALSE,63158
2014,1280,8,PLAINS PIPELINE L.P.,7/17/2014,Transporter,MARTIN,0,0,0,Crude,8,0,8,Tank Battery,Equipment Failure,Other,0,None,,"32.377072, 102.191159",BROUGHT TO SURFACE ON ON SITE BIO REMEDIATION,HILL,NO FIELD NAME,FALSE,63555
2014,654,8A,XTO ENERGY INC.,7/17/2014,Producer,GAINES,5187,0,0,Crude,30,20,10,Pump Station or Terminal,Equipment Failure,Other,0,None,,"SECTION 459, BLK G, CCSD & RGNG SURVEY","REROUTED LINES W/AFFECTED VALVES, PICKED UP ALL FREE FLUID","H & J UNIT 1 ""D""","RUSSELL, NORTH (DEVONIAN)",FALSE,62929
2014,1375,8,CONOCOPHILLIPS COMPANY,7/17/2014,Producer,HOWARD,41251,0,0,Crude,230,10,220,Flow Line,Equipment Failure,Other,0,None,,COPC SETTLES A,DISPOSED PART OF SOIL & ANOTHER PORTION WAS REMEDIATED,"SETTLES, W. R. -A-",HOWARD GLASSCOCK (CONSOLIDATED),FALSE,63650
2014,1056,8,MOMENTUM ENERGY CORPORATION,7/16/2014,Producer,ECTOR,21686,0,0,Crude,270,80,190,Tank Battery,Human Error - Other,Other,0,None,,"SEC 32, BLK 42, SURVEY T & P T2S",EXCAVATION & REMOVAL OF SOIL,"JOHNSON, LYDA MAE",FOSTER,FALSE,63331
2014,655,8A,XTO ENERGY INC.,7/16/2014,Producer,YOAKUM,19453,0,0,Crude,25,15,10,Pump Station or Terminal,Equipment Failure,Other,0,None,,"SECTION 831, BLOCK D, JH GIBSON","PICKED UP FLUID W/VACUUM TRUCK, BACK DRAGGED & MIXED IN FRESH DIRT",CORNELL UNIT,WASSON,FALSE,62930
2014,715,8,ENDEAVOR ENERGY RESOURCES L.P.,7/16/2014,Producer,MITCHELL,0,254289,0,Crude,80,0,80,Tank Battery,Act of God,Repaired Existing Equipment,0,None,,"31.3747327, -103.17281",REMEDIATION IN PROGRESS,"LASATER GAS UNIT ""13-14""",LOCKRIDGE (DEVONIAN),FALSE,62990
2014,899,7C,DISCOVERY NATURAL RESOURCES LLC,7/16/2014,Producer,REAGAN,9545,0,0,Crude,170,165,5,Tank Battery,Act of God,Other,0,None,,"SEC 40, BLK 1, A256, T&P RR SURVEY",FLUSHED W/FRESH WTR & ALL FREE PROD WAS RECOVERED USING VAC TRUCK ,ROCKER B-40,SPRABERRY (TREND AREA),FALSE,63174
2014,662,8,"SHERIDAN PRODUCTION COMPANY, LLC",7/16/2014,Producer,LOVING,38221,0,0,Crude,100,95,5,Other,Equipment Failure,Other,0,None,,DIMMITT FIELD-DELAWARE CONS.,VACUUM TRUCK PICK UP STANDING FLUID. WILL REMIDIATE AREA,"ABERNATHY, J.LOGAN B",DIMMITT (DELAWARE CONS),FALSE,62937
2014,736,8,"ELK RIVER RESOURCES, LLC",7/15/2014,Producer,ANDREWS,42525,0,0,Crude,15,10,5,Tank Battery,Equipment Failure,Repaired Existing Equipment,0,None,,"SEC 17, BLK 12 ULS","REPAIRED HOLE,",LOOMIS,BLOCK 12,FALSE,63011
